location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Crystal River Preser,Homosassa Springs,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,8.8,µg/m³,28.958372,-82.643094,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Towanda,BRADFORD,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,9.5,µg/m³,41.705226,-76.512726,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Indpls - I-70 E,Indianapolis,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,5.4,µg/m³,39.787933,-86.13088,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Indiana Dept. of Environmental Management 2""}]"
Alpine,San Diego-Carlsbad-San Marcos,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,0.6,µg/m³,32.842297,-116.768326,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Diego APCD""}]"
GANDY,Tampa-St. Petersburg-Clearwater,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,5.7,µg/m³,27.8928,-82.5383,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hillsborough County - Tampa""}]"
Bonifay,HOLMES,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,8.6,µg/m³,30.8475,-85.6044,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Winkler Pump Station,Cape Coral-Fort Myers,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,8.7,µg/m³,26.6028,-81.8789,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
YMCA - Marion County,Ocala,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,7.8,µg/m³,29.170799,-82.1008,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Winter Park,Orlando-Kissimmee,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,15.9,µg/m³,28.5997,-81.3628,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Azalea,Tampa-St. Petersburg-Clearwater,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,12.2,µg/m³,27.7858,-82.74,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
John A. Chesnut Sr.,Tampa-St. Petersburg-Clearwater,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,11.1,µg/m³,28.0903,-82.7008,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Fl. Baptist Children,Lakeland,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,3.9,µg/m³,28.0294,-81.9719,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Blind Services; 1185,Deltona-Daytona Beach-Ormond Beach,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,8.4,µg/m³,29.2069,-81.0531,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Macon Forestry,Macon,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,8.8,µg/m³,32.8031,-83.5447,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Nipomo Mesa CDF,SAN LUIS OBISPO,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,0,µg/m³,35.04676,-120.58777,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Luis Obispo County APCD""}]"
"Rangely, CO",RIO BLANCO,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,5,µg/m³,40.086941,-108.761002,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""National Park Service""}]"
McMillan NCORE,WASHINGTON,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,8,µg/m³,38.921848,-77.013176,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""District of Columbia - Department of Energy and Environment""}]"
Chippewa Lake,Cleveland-Elyria-Mentor,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,4.6,µg/m³,41.0604,-81.9239,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Londonderry - Moose,ROCKINGHAM,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,1,µg/m³,42.862531,-71.38014,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Hampshire Dept. of Environmental Services""}]"
Confederate Ave,Atlanta-Sandy Springs-Marietta,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,7,µg/m³,33.7206,-84.3578,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Gwinnett Tech,Atlanta-Sandy Springs-Marietta,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,15.7,µg/m³,33.9636,-84.0664,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Columbus Airport,Columbus,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,3.8,µg/m³,32.5214,-84.9436,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Augusta,Augusta-Richmond County,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,6.5,µg/m³,33.4333,-82.0219,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Honolulu,Honolulu,US,2017-02-27T18:00:00.000Z,2017-02-27T08:00:00-10:00,pm25,3,µg/m³,21.310301,-157.858093,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
STAT,State College,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,3.6,µg/m³,40.8114,-77.8769,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
HARR,Harrisburg-Carlisle,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,11.5,µg/m³,40.246992,-76.846988,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
CHES,Philadelphia-Camden-Wilmington,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,17.9,µg/m³,39.8356,-75.3725,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
ERIE,Erie,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,12.7,µg/m³,42.1428,-80.0372,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
HOLB,GREENE,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,5.8,µg/m³,39.82,-80.2897,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
SCRA,Scranton--Wilkes-Barre,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,6.2,µg/m³,41.4428,-75.6231,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Farrell - PA,Youngstown-Warren-Boardman,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,8.7,µg/m³,41.215,-80.485,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
FREE,Allentown-Bethlehem-Easton,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,19.9,µg/m³,40.6281,-75.3411,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
CHAR,Pittsburgh,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,3.1,µg/m³,40.1469,-79.9033,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
WASH,Pittsburgh,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,2.5,µg/m³,40.17,-80.2617,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
FLOR,Pittsburgh,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,5.5,µg/m³,40.4447,-80.42,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
GREE,Pittsburgh,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,8.3,µg/m³,40.3053,-79.5061,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
YORK,York-Hanover,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,9.8,µg/m³,39.9653,-76.6994,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
W Greenwich,Providence-New Bedford-Fall River,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,5,µg/m³,41.615,-71.7197,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Rhode Island Dept. of Environmental Management""}]"
Ashton,Walterboro,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,7.1,µg/m³,33.007801,-80.964996,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Carolina DHEC""}]"
Trenton,Augusta-Richmond County,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,6,µg/m³,33.7397,-81.8536,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Carolina DHEC""}]"
Long Creek,Seneca,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,6,µg/m³,34.805,-83.237503,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Carolina DHEC""}]"
AIR LAB,Knoxville,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,9.1,µg/m³,35.9803,-83.9306,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Knox County Dept. of Air Quality Management""}]"
San Antonio Northwes,San Antonio,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,14.7,µg/m³,29.514999,-98.620003,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Selma C301,San Antonio,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,14.5,µg/m³,29.5875,-98.3122,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Calaveras Lake C59,San Antonio,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,16,µg/m³,29.275299,-98.311699,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Denton Airport South,Dallas-Fort Worth-Arlington,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,19.3,µg/m³,33.1944,-97.1933,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Midlothian OFW C52,Dallas-Fort Worth-Arlington,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,13.6,µg/m³,32.482081,-97.026922,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
El Paso UTEP C12,El Paso,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,4.5,µg/m³,31.768056,-106.501111,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Socorro Hueco C49,El Paso,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,5.3,µg/m³,31.66752,-106.28774,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Fayette C601,FAYETTE,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,14.7,µg/m³,29.962474,-96.745875,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Houston Aldine C8,Houston-Sugar Land-Baytown,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,11.1,µg/m³,29.9011,-95.3261,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Houston East C1,Houston-Sugar Land-Baytown,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,13.2,µg/m³,29.7681,-95.2206,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Houston Deer Park C3,Houston-Sugar Land-Baytown,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,9.7,µg/m³,29.670025,-95.128508,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Mission C43,McAllen-Edinburg-Mission,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,15.1,µg/m³,26.226226,-98.29107,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Santa Maria - Broadw,Santa Barbara-Santa Maria,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,-1,µg/m³,34.9481,-120.4344,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
BLAIR STREET,St. Louis,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,4.1,µg/m³,38.656449,-90.198548,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Missouri Department of Natural Resources""}]"
Bangor,Bangor,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,5,µg/m³,44.798859,-68.769676,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maine Dept. of Environmental Protection""}]"
Puyallup-128th St,Seattle-Tacoma-Bellevue,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,2,µg/m³,47.140499,-122.299202,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Savannah L&A,Savannah,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,2.8,µg/m³,32.0903,-81.1306,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Canton,Canton-Massillon,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,8,µg/m³,40.800797,-81.372853,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Aberdeen-Division St,Aberdeen,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,4.4,µg/m³,46.9772,-123.8317,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Port Townsend-San Ju,JEFFERSON,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,4.2,µg/m³,48.129101,-122.7789,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
St. Paul-Harding H.S,Minneapolis-St. Paul-Bloomington,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,4,µg/m³,44.9594,-93.0356,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Corpus Christi - Nat,Kingsville,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,13.2,µg/m³,27.4269,-97.2986,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Salmon PM2.5,LEMHI,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,4,µg/m³,45.178699,-113.892998,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Nampa Fire Station,Boise City-Nampa,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,-1,µg/m³,43.58031,-116.562676,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Lewiston,Lewiston,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,9,µg/m³,46.408501,-116.991402,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Apple Valley,Minneapolis-St. Paul-Bloomington,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,6,µg/m³,44.7383,-93.2372,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Minneapolis-Phillips,Minneapolis-St. Paul-Bloomington,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,7,µg/m³,44.9536,-93.2581,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
St. Michael,Minneapolis-St. Paul-Bloomington,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,6,µg/m³,45.2108,-93.6686,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
St. Cloud,Minneapolis-St. Paul-Bloomington,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,5,µg/m³,45.55,-94.1333,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Rochester,Rochester,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,13,µg/m³,43.9947,-92.4497,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
MLK,Philadelphia-Camden-Wilmington,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,7.9,µg/m³,39.7394,-75.5581,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Delaware Dept. of Natural Resources and Environment""}]"
CHI_SP,Chicago-Naperville-Joliet,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,10.1,µg/m³,41.9136,-87.7239,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
MOUNDSVILLE,Wheeling,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,6.6,µg/m³,39.9158,-80.7342,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""West Virginia Division of Air Quality - Wheeling""}]"
Geronimo,Tucson,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,1,µg/m³,32.25,-110.9667,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pima County Department of Environmental Quality""}]"
GreenValley,Las Vegas-Paradise,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,7.2,µg/m³,36.048739,-115.052881,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Clark County Department of Air Quality""}]"
Columbus - Fairgroun,Columbus,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,4.5,µg/m³,40.002734,-82.994404,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
San Jose - Jackson S,San Jose-Sunnyvale-Santa Clara,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,7,µg/m³,37.3483,-121.8947,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Troost,Kansas City,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,12.3,µg/m³,39.10465,-94.57055,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Missouri Department of Natural Resources""}]"
Denver - NJH - 14th,Denver-Aurora,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,1.2,µg/m³,39.7386,-104.9394,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Colorado Department of Public Health and Environment""}]"
Greeley Hospital,Greeley,US,2017-02-27T18:00:00.000Z,2017-02-27T11:00:00-07:00,pm25,9.3,µg/m³,40.4147,-104.7061,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Colorado Department of Public Health and Environment""}]"
CARPENTER,Des Moines,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,17,µg/m³,41.6031,-93.643303,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Polk Co. Air Quality Division""}]"
Heritage Park,Kansas City,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,13.4,µg/m³,38.8386,-94.7464,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kansas Dept. of Health and Environment""}]"
Bellingham-Yew St,Bellingham,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,4,µg/m³,48.762699,-122.440201,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Moses Lake-Balsam St,Moses Lake,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,5.7,µg/m³,47.1303,-119.2726,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Rosalia-Josephine St,Pullman,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,2,µg/m³,47.2313,-117.3685,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Ritzville-Alder St,ADAMS,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,4.3,µg/m³,47.127998,-118.381897,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Pullman-Dexter Ave,Pullman,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,2.2,µg/m³,46.7245,-117.1801,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Capitol,Baton Rouge,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,8.3,µg/m³,30.4622,-91.1769,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisiana Department of Environmental Quality""}]"
Kenner,New Orleans-Metairie-Kenner,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,7.3,µg/m³,30.0411,-90.2728,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisiana Department of Environmental Quality""}]"
French Settlement,Baton Rouge,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,6.7,µg/m³,30.315,-90.8114,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisiana Department of Environmental Quality""}]"
City Park,New Orleans-Metairie-Kenner,US,2017-02-27T18:00:00.000Z,2017-02-27T12:00:00-06:00,pm25,9.4,µg/m³,29.9933,-90.1014,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisiana Department of Environmental Quality""}]"
Acadia NP - McFarlan,HANCOCK,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,1,µg/m³,44.377048,-68.260902,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maine Dept. of Environmental Protection""}]"
Padonia,Baltimore-Towson,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,4,µg/m³,39.462002,-76.631599,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Seattle-South Park,Seattle-Tacoma-Bellevue,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,7.2,µg/m³,47.5309,-122.3208,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Lone Pine Paiute/Sho,Bishop,US,2017-02-27T18:00:00.000Z,2017-02-27T10:00:00-08:00,pm25,5.9,µg/m³,36.5975,-118.04,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Lebanon,Cincinnati-Middletown,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,7.1,µg/m³,39.42689,-84.20077,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
HICKORY,Hickory-Lenoir-Morganton,US,2017-02-27T18:00:00.000Z,2017-02-27T13:00:00-05:00,pm25,7,µg/m³,35.73,-81.37,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
