location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Puyallup-128th St,Seattle-Tacoma-Bellevue,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,11.2,µg/m³,47.140499,-122.299202,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Savannah L&A,Savannah,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,4,µg/m³,32.0903,-81.1306,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Canton,Canton-Massillon,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,9.4,µg/m³,40.800797,-81.372853,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Aberdeen-Division St,Aberdeen,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,5,µg/m³,46.9772,-123.8317,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Port Townsend-San Ju,JEFFERSON,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,7.8,µg/m³,48.129101,-122.7789,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
St. Paul-Harding H.S,Minneapolis-St. Paul-Bloomington,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,6,µg/m³,44.9594,-93.0356,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Corpus Christi - Nat,Kingsville,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,6.7,µg/m³,27.4269,-97.2986,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Nampa Fire Station,Boise City-Nampa,US,2017-02-25T10:00:00.000Z,2017-02-25T03:00:00-07:00,pm25,5,µg/m³,43.58031,-116.562676,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Salmon PM2.5,LEMHI,US,2017-02-25T10:00:00.000Z,2017-02-25T03:00:00-07:00,pm25,1,µg/m³,45.178699,-113.892998,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Lewiston,Lewiston,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,13,µg/m³,46.408501,-116.991402,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Apple Valley,Minneapolis-St. Paul-Bloomington,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,8,µg/m³,44.7383,-93.2372,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Minneapolis-Phillips,Minneapolis-St. Paul-Bloomington,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,8,µg/m³,44.9536,-93.2581,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
St. Michael,Minneapolis-St. Paul-Bloomington,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,7,µg/m³,45.2108,-93.6686,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
St. Cloud,Minneapolis-St. Paul-Bloomington,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,3,µg/m³,45.55,-94.1333,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Rochester,Rochester,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,7,µg/m³,43.9947,-92.4497,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
MLK,Philadelphia-Camden-Wilmington,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,2.6,µg/m³,39.7394,-75.5581,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Delaware Dept. of Natural Resources and Environment""}]"
CHI_COM,Chicago-Naperville-Joliet,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,-0.3,µg/m³,41.7547,-87.7136,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
CHI_SP,Chicago-Naperville-Joliet,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,1.7,µg/m³,41.9136,-87.7239,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
Audubon C38,Austin-Round Rock,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,3.6,µg/m³,30.483168,-97.8723,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
MOUNDSVILLE,Wheeling,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,8.5,µg/m³,39.9158,-80.7342,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""West Virginia Division of Air Quality - Wheeling""}]"
Stuart,MARTIN,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,4.4,µg/m³,27.172459,-80.240692,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
McMillan NCORE,WASHINGTON,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,5,µg/m³,38.921848,-77.013176,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""District of Columbia - Department of Energy and Environment""}]"
"Rangely, CO",RIO BLANCO,US,2017-02-25T10:00:00.000Z,2017-02-25T03:00:00-07:00,pm25,3,µg/m³,40.086941,-108.761002,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""National Park Service""}]"
Londonderry - Moose,ROCKINGHAM,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,2,µg/m³,42.862531,-71.38014,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Hampshire Dept. of Environmental Services""}]"
Anderson-Eastside El,Anderson,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,1.5,µg/m³,40.125557,-85.652222,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Indiana Dept. of Environmental Management 2""}]"
Badlands,JACKSON,US,2017-02-25T10:00:00.000Z,2017-02-25T03:00:00-07:00,pm25,0.2,µg/m³,43.746944,-101.941109,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
SHELBY FARMS,Memphis,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,2,µg/m³,35.151588,-89.85022,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Memphis and Shelby County Health Department""}]"
Lebanon,LEBANON,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,2.7,µg/m³,40.33733,-76.383446,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Shelton-W Franklin,Shelton,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,6.8,µg/m³,47.213551,-123.100807,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Omak-Colville Tribe,OKANOGAN,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,10,µg/m³,48.39999,-119.518959,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Hattiesburg,Hattiesburg,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,7.6,µg/m³,31.322779,-89.287498,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
Amanda  Elementary,BUTLER,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,1.2,µg/m³,39.478849,-84.407675,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Branch Street,ST. LOUIS (CITY),US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,2,µg/m³,38.65643,-90.18977,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Missouri Department of Natural Resources""}]"
Yankee Road,BUTLER,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,1.9,µg/m³,39.472436,-84.394952,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
West Duluth,Duluth,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,4,µg/m³,46.743889,-92.166946,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Ponca City,KAY,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,4.9,µg/m³,36.697189,-97.081278,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Eliza Howell- Roadwa,WAYNE,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,5,µg/m³,42.38599,-83.266319,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
Shoshone Bannock Tri,BANNOCK,US,2017-02-25T10:00:00.000Z,2017-02-25T03:00:00-07:00,pm25,-1,µg/m³,42.589833,-112.458889,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Horn Point,DORCHESTER,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,2,µg/m³,38.5876,-76.1408,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Camden Spruce St,Philadelphia-Camden-Wilmington,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,4.8,µg/m³,39.934446,-75.125291,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Credit Union,Rapid City,US,2017-02-25T10:00:00.000Z,2017-02-25T03:00:00-07:00,pm25,3,µg/m³,44.087397,-103.273777,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Anacortes-202 Ave (S,SKAGIT,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,6,µg/m³,48.52059,-122.61428,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Bremerton-Spruce Ave,KITSAP,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,2.8,µg/m³,47.592675,-122.627397,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Chico -  East,BUTTE,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,2,µg/m³,39.76161,-121.84048,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Fresno - Garland,FRESNO,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,23.1,µg/m³,36.785378,-119.773206,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Roosvelt,DUCHESNE,US,2017-02-25T10:00:00.000Z,2017-02-25T03:00:00-07:00,pm25,1.9,µg/m³,40.2943,-110.009,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Utah Department of Environmental Quality""}]"
Watertown,CODINGTON,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,0.7,µg/m³,44.89965,-97.128802,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Research Farm,BROOKINGS,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,0.7,µg/m³,44.348604,-96.807299,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Boulder Creek,Santa Cruz-Watsonville,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,13,µg/m³,37.125861,-122.122127,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Monterey Bay Unified APCD""}]"
Felton Cal-Fire,Santa Cruz-Watsonville,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,15,µg/m³,37.0481,-122.074603,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Monterey Bay Unified APCD""}]"
Visalia - N. Church,Visalia-Porterville,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,6,µg/m³,36.3322,-119.2903,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Thousand Oaks - Moor,Oxnard-Thousand Oaks-Ventura,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,6,µg/m³,34.21,-118.8694,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ventura County  APCD""}]"
Ojai - Ojai Ave.,Oxnard-Thousand Oaks-Ventura,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,10,µg/m³,34.4483,-119.2303,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ventura County  APCD""}]"
Simi Valley - Cochra,Oxnard-Thousand Oaks-Ventura,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,12,µg/m³,34.2775,-118.6847,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ventura County  APCD""}]"
St. Andrews Park,Panama City-Lynn Haven,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,3.8,µg/m³,30.128901,-85.738098,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Ellyson Industrial P,Pensacola-Ferry Pass-Brent,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,2,µg/m³,30.525,-87.204399,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
GANDY,Tampa-St. Petersburg-Clearwater,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,10.4,µg/m³,27.8928,-82.5383,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hillsborough County - Tampa""}]"
Bonifay,HOLMES,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,5.1,µg/m³,30.8475,-85.6044,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Winkler Pump Station,Cape Coral-Fort Myers,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,5.5,µg/m³,26.6028,-81.8789,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Tallahassee Communit,Tallahassee,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,4.4,µg/m³,30.4397,-84.3483,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
YMCA - Marion County,Ocala,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,8.6,µg/m³,29.170799,-82.1008,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Blackstone,LEE,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,3.9,µg/m³,35.4325,-79.2887,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
North Pole Fire Stat,Fairbanks,US,2017-02-25T10:00:00.000Z,2017-02-25T01:00:00-09:00,pm25,1,µg/m³,64.762973,-147.310297,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""State of Alaska DEC""}]"
Twin Falls PM25,TWIN FALLS,US,2017-02-25T10:00:00.000Z,2017-02-25T03:00:00-07:00,pm25,4,µg/m³,42.565089,-114.494717,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Cincinnati Near Road,Cincinnati-Middletown,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,3.4,µg/m³,39.146025,-84.538375,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Cortina Rancheria,COLUSA,US,2017-02-25T10:00:00.000Z,2017-02-25T02:00:00-08:00,pm25,5.1,µg/m³,39.015,-122.286111,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Crystal River Preser,Homosassa Springs,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,5.6,µg/m³,28.958372,-82.643094,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Towanda,BRADFORD,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,8.9,µg/m³,41.705226,-76.512726,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Indpls - I-70 E,Indianapolis,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,3.8,µg/m³,39.787933,-86.13088,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Indiana Dept. of Environmental Management 2""}]"
Winter Park,Orlando-Kissimmee,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,4.9,µg/m³,28.5997,-81.3628,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Azalea,Tampa-St. Petersburg-Clearwater,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,8.1,µg/m³,27.7858,-82.74,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
John A. Chesnut Sr.,Tampa-St. Petersburg-Clearwater,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,10.7,µg/m³,28.0903,-82.7008,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Fl. Baptist Children,Lakeland,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,7.7,µg/m³,28.0294,-81.9719,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Blind Services; 1185,Deltona-Daytona Beach-Ormond Beach,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,5.2,µg/m³,29.2069,-81.0531,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Macon Forestry,Macon,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,13.7,µg/m³,32.8031,-83.5447,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
South DeKalb,Atlanta-Sandy Springs-Marietta,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,2,µg/m³,33.6906,-84.2731,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Confederate Ave,Atlanta-Sandy Springs-Marietta,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,13,µg/m³,33.7206,-84.3578,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Gwinnett Tech,Atlanta-Sandy Springs-Marietta,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,8,µg/m³,33.9636,-84.0664,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Columbus Airport,Columbus,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,6.5,µg/m³,32.5214,-84.9436,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Augusta,Augusta-Richmond County,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,8.7,µg/m³,33.4333,-82.0219,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
SAND ISLAND 2 - ANUE,Honolulu,US,2017-02-25T10:00:00.000Z,2017-02-25T00:00:00-10:00,pm25,0,µg/m³,21.3039,-157.8711,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
Pocatello Garrett an,Pocatello,US,2017-02-25T10:00:00.000Z,2017-02-25T03:00:00-07:00,pm25,1.7,µg/m³,42.876701,-112.460297,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
ALSIP,Chicago-Naperville-Joliet,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,3.1,µg/m³,41.6708,-87.7325,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
NORTHBRK,Chicago-Naperville-Joliet,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,2.7,µg/m³,42.1406,-87.7994,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
CARY,Chicago-Naperville-Joliet,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,3.4,µg/m³,42.2211,-88.2411,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
DECATUR,Decatur,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,1.6,µg/m³,39.8669,-88.9256,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
East St. Louis,St. Louis,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,3.2,µg/m³,38.611893,-90.160614,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
BRAIDWD,Chicago-Naperville-Joliet,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,1.9,µg/m³,41.2222,-88.1906,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
"Clinton, Rainbow Par",Clinton,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,10,µg/m³,41.875,-90.177498,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Iowa DNR""}]"
"Emmetsburg, ILCC",PALO ALTO,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,5,µg/m³,43.123299,-94.693298,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Iowa DNR""}]"
WHlthDpt,Wichita,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,2.4,µg/m³,37.7011,-97.3139,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kansas Dept. of Health and Environment""}]"
OWENPRI,Owensboro,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,4.3,µg/m³,37.7808,-87.0756,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kentucky DEP""}]"
Mammoth Cave NP,Bowling Green,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,3.3,µg/m³,37.1314,-86.1481,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""National Park Service""}]"
NEWTWN,Lexington-Fayette,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,1.3,µg/m³,38.065,-84.5,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kentucky DEP""}]"
BASKETT,Evansville,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,6,µg/m³,37.8714,-87.4633,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kentucky DEP""}]"
BATES,Louisville,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,3.3,µg/m³,38.1372,-85.5783,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisville Metro Air Pollution Control District""}]"
WATSON,Louisville,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,1.2,µg/m³,38.0608,-85.8961,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisville Metro Air Pollution Control District""}]"
HAZ2,PERRY,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,6.9,µg/m³,37.2831,-83.2203,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kentucky DEP""}]"
PIKE2001,PIKE,US,2017-02-25T10:00:00.000Z,2017-02-25T05:00:00-05:00,pm25,5.1,µg/m³,37.4828,-82.5353,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kentucky DEP""}]"
Shreveport Airport,Shreveport-Bossier City,US,2017-02-25T10:00:00.000Z,2017-02-25T04:00:00-06:00,pm25,4.1,µg/m³,32.5364,-93.7492,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisiana Department of Environmental Quality""}]"
